web-scraper-order,web-scraper-start-url,Name,Duration,Date,Review,Rating,Likes,pages ,pages -href
1686669470-222,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,house...,Taken for 5 to 10 years,6-Apr-15,"For High Cholesterol 							""Atorvastatin prescribed for years. on January woke up with severe leg cramps in both legs, aching in morning, couldn't walk any distance, joint pains severe, back so painful. Doc never mentioned it could be tabs and I couldn't believe a neighbour who was exactly the same as me. Her doc took her off them and she's back to her gym routine and never felt better!!! I've stopped them 3 days ago and I've never felt better. Started back at my gym.""",10-Jan,67,4,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=4
1686669470-223,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Bad...,20-Oct-15,,"For High Cholesterol 							""I took 10mg for a week. Severe stomach pains, muscle pains and joint pain. It felt like I had body aches from the flu! So tired wiped out my energy. Also, where I broke my wrist I was getting sharp stabbing pains there. Called the doctor and he said stop taking it immediately. Thank god because these side effects were horrible. Going to try exercise, green tea and essentials oils before I even give another brand a try.""",10-Jan,63,4,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=4
1686669470-224,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,TCano,Taken for 6 months to 1 year,16-Jan-20,"For High Cholesterol 							""Amazing results! My doctor and I are thrilled. 6 months ago, my total cholesterol was still hovering just north of 300. Today it is 165. Over 100 points cut from my LDL, and Trigs (Lovaza alone got these down from 400 to 250) went down a good bit too. All lipids are in the normal range for the first time in my adult life. No side effects at all.""",10-Oct,34,4,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=4
1686669470-225,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Anonymous,27-Mar-17,,"For High Cholesterol 							""I had a heart attack and my doc gave me this to take .Within days  was worse off than before my heart attack. Always dizzy, confused, diarrhea, muscle cramps, short of breath, insomnia. I quit taking them and I feel so much better now and its only been 4 days since I quit taking them. This script is horrible and needs to be taken off the market!!Oh also headaches every damn day which i never ever had them before.""",10-Jan,53,4,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=4
1686669470-226,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Hugh...,Taken for 1 to 6 months,31-Dec-17,"For High Cholesterol 							""Been on atorvastin for about 3 -4 weeks the first couple of weeks felt very fuzzy and light headed eyes wouldn’t focus additionally had sharp stabbing pain in my back. Stopped taking them for a week then started again now I’m getting chest tightness aches around chest and back plus heart pounding all the time esp at night which is messing with my sleep ( haven’t slept much at all since taking this drug come to think of it) ",,,,
Also had bad farts embarrassing as I don’t know when it will happen. ,,,,,,,,,
"Sick of being a test patient for my doctor ... stopping tomorrow""""""",10-Jan,48,4,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=4,,,,,
1686669470-227,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Hey...,Taken for less than 1 month,9-Jan-23,"Lipitor (atorvastatin) 							""I took Lipitor for nearly two weeks under the doctor’s recommendation. I had to stop taking the medication as I had adverse side effects of severe muscle pain in my shins and upper arms, I felt extremely tired and dizzy and my memory slowed. I am no longer taking this medication.""",10-Jan,7,4,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=4
1686669470-228,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Anonymous,28-Sep-19,,"For High Cholesterol 							""atorvastatin worked bringing down my Triglycerides.  But my joint pain forced me to change meds.  My wrist have arthritis  in them yes, but I never had pain until I took this med.   The pain was unbearable.""",10-Oct,35,4,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=4
1686669470-229,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Pearcey,Taken for 1 to 6 months,7-Mar-17,"For High Cholesterol 							""67 years old reasonably fit male until I had a mini stroke in Jan 17. In hospital they put me on 80mg atorvastatin once a day. Within four weeks every muscle in my body ached. Went to the doctors and he reduced the dose to 40mg a day. Another three weeks later I couldn't get out of bed or walk due to aching muscles. Stopped taking them completely and within three days felt thirty per cent better. Another three weeks have gone bye and still ache like hell. They might lower cholesterol for some people and be a godsend but I never want to see another one in my life. They have ruined my way of life.""",10-Mar,51,4,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=4
1686669488-230,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Lilwsky,Taken for 6 months to 1 year,4-Feb-19,"Lipitor (atorvastatin) for High Cholesterol 							""I’ve been on Pravastatins 20 mg. For 5 yrs. Cholesterol was 225. It never went down. I do enjoy my cocktails, wine in the evening..nothing changed. My liver enzymes for 18 years always stayed at 20-21 ( range is 4-43) in August 2018, went in for my quarterly bloodwork..no change. Doctor put me on Lipitor 20 mg with next bloodwork to be done in January. Well, I also started the Keto diet in January..high fat, protein diet..low carbs, sugar.",,,,
"Surprise!! My cholesterol went from 226 to 165! Glucose was down and very good! However..it compromised my liver.. my enzymes skyrocketed to 99 and 110 (again range 4-43) he immediately took me off Lipitor...now, he doesn’t want me to drink any alcohol for 2 months..test will be in March..so, what’s the culprit?? Diet or Lipitor?",,,,,,,,,
"He said to continue with diet, just cut the fat down..""""""",10-Jan,70,3,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=3,,,,,
1686669488-231,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Sensi...,Taken for 1 to 6 months,31-May-17,"Lipitor (atorvastatin) for High Cholesterol 							""I started taking generic lipitor in February/March  2017. My lab work came back and total cholesterol was 311. At first I started taking 20mg a day. By the 9th day I was an emotional mess. Anxiety,  anger, confusion, leg pain, stomach pain and heartburn. I decided to take the 20mg  every other day. All the side effects disappeared. Works great.  I heard back from my Dr who says to continue the every other day dosage because its working and its tolerable for me.""",10-Aug,86,3,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=3
1686669488-232,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Totally...,7-Oct-18,,"For High Cholesterol 							""I took 10mg atorvastatin for 8 months. During that time I slowly had the following side effects; extreme tiredness. Memory loss and confusion.",,,,
"Muscle weakness trouble walking. My arm muscles became useless. Joint pain in my middle finger where I had trouble bending my finger. Facial twitching. Pressure in my chest Thyroid nodule swelling. Blurred vision off and on and extreme sensitivity to light. Uncontrollable eye jumping. I have been diagnosed with Age-related macular degeneration (AMD) which I fully believe that due to the sensitivity of light. The LED lighting in a grocery store damaged my retinas.  But what I can't understand is out of all the doctors through out all my symptoms not one connected it to atorvastatin!  I was drinking gallons of water, I began to have trouble urinating. That is when I started researching the detailed side effects of atorvastatin! I was completely horrified of the dangers and I stopped taking it.""""""",10-Jan,71,3,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=3,,,,,
1686669488-233,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Senor...,Taken for 1 to 6 months,1-Nov-16,"Lipitor (atorvastatin) for High Cholesterol 							""Atorvastatin did lower my cholesterol quite a bit, but within the first couple of weeks I developed muscle pain in the back of one knee. After another week, I developed muscle pain in the calf of the other leg. My doctor doesn't think this was caused by Atorvastatin. He believes it is arthritis. He ordered an xray of knee and blood test for liver function. Waiting for results. If pain is from arthritis. I will continue taking medicine. If Atorvastatin is affecting muscles or liver, I may discontinue or ask to switch to another statin.""",10-Jun,90,3,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=3
1686669488-234,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Skip,28-Apr-16,,"Lipitor (atorvastatin) for High Cholesterol 							""I am 65 and active, to include hiking, walking in the gym yard work, etc.. Been on 10 mg of Lipitor or generic for 20 years.  Within the past 2 years I have experienced increased lower leg discomfort and within the past year what appears to be lower leg muscle loss, chronic plantar fascia, leg muscle tingling, and a feeling of weakness in my lower legs.  My primary care doc, who is Lipitor intolerant, attributed it all to age, cervicle stenosis, etc.  Have quit Lipitor and Prylosec (been on this for 10 years) and will readdress with my doctor (who's an internal medicine doctor) when I can get in to see him again in 3 weeks.  Some remediation of mental fogginess which has plagued me recently, but to date no releaf on leg issues.""",10-Jul,94,3,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=3
1686669488-235,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Tainbow,Taken for 1 to 6 months,15-Jul-18,"Lipitor (atorvastatin) for High Cholesterol 							""I did not have a clue that Lipitor could give me so many severe side effects! Lower back, back of my legs, headaches, running nose, memory lost. I go blank for a few seconds, & lastly, speech impediment!!!! I have a medical appointment w/ my prime doctor next week & I will discuss w/him....""",10-Jan,70,3,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=3
1686669488-236,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Godzi...,Taken for 1 to 6 months,8-Jan-20,"For High Cholesterol 							""Wow!  I was floored. Long time trying to do get my cholesterol low on my own with no medications.  After finally trying atorvastatin 10 mg for the first time, it brought all cholesterol and triglycerides under control to more than acceptable levels.  For now until my next lab test I will continue to stay on it.  I am not experiencing any side effects.""",10-Oct,53,3,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=3
1686669488-237,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Anonymous,19-Nov-09,,"Lipitor (atorvastatin) for High Cholesterol 							""43 year old male been on 20mg lipitor for 3 months, alot of side effects for first month mainly muscle spasms and uneasy stomach. Cholesterol went from 240 to 120, cut dose in half, and no more side effects.""",10-Oct,147,3,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=3
1686669488-238,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Gourd...,Taken for 2 to 5 years,1-Aug-18,"For High Cholesterol 							""Get off this medication as quickly as you can, and do NOT take another statin ever.",,,,
,,,,,,,,,
"I was on a dose of 40mg daily for 2.5 years. I experienced muscle weakness, although I exercised daily, sexual dysfunction, memory lapses, joint pains, and many other symptoms  associated with statin use. The topper: three months ago I was diagnosed with prostate cancer.",,,,,,,,,
,,,,,,,,,
"Only after doing a little research on statins did I understand that cholesterol is essential for health and actually protects against cancer, among other things. It's necessary for the formation of brain cells, muscle tissue, and sex hormones.",,,,,,,,,
,,,,,,,,,
"I stopped taking my statins about 6 weeks ago and already feel better, though it will take some time to fully recover.",,,,,,,,,
,,,,,,,,,
"So do your research, people. I believe this is a truly dangerous drug, as are all statins. And it does nothing to increase length of life.""""""",10-Jan,68,3,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=3,,,,,
1686669488-239,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,breez...,Taken for less than 1 month,3-Oct-17,"Lipitor (atorvastatin) for High Cholesterol 							""About 2 weeks ago my Dr put me on Lipitor for my cholesterol. I've been having all kinds of side effects from it but I didn't realize it until today, I've been beside myself with itching, I keep getting these stinging sensations, like I'm being bitten by fire ants, I'm prone to insomnia (very severe) and it made it so much worse, despite the fact that I have been feeling I was coming down with something serious (constantly exhausted). I've even developed blisters in my NOSE! and I have the red spots it's insane. No joke I seriously have about 80% of the listed side effects even the unreported and rare. I hope no one ever has to deal with this craziness.""",10-Jan,75,3,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=3
1686669488-240,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Boxers,Taken for 2 to 5 years,30-May-19,"For High Cholesterol 							""I have been on this this for several years. I have felt nothing but miserable while taking it. I have had the cramping, muscle pain in legs, stomach issues, headaches and pain in arms. Kept asking my primary doctor if this could be the cause of all this and he kept saying no. Well I have changes my primary doctor and done away with this terrible medication.!!""",10-Jan,58,3,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=3
1686669488-241,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Anonymous,Taken for 1 to 6 months,18-Feb-13,"For High Cholesterol 							""At 40 mg, I experienced numbness, tingling, and burning in my toes and fingers. Cold fingers and feet as well. This occurred over a period of 3 weeks. Stopped taking the pill, and symptoms disappeared. I experienced similar issues when taking lipitor 40mg as well. I can tolerate doses only up to 20 mg.""",10-Apr,114,3,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=3
1686669488-242,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Anonymous,Taken for 1 to 6 months,6-Jun-12,"For High Cholesterol 							""I have only been taking this medicine for 1 month, 10 mg every other day.  Already I am experiencing severe joint and muscle pain.  This has happened to me every time I have taken statin drugs. I will be going back to my doctors to discuss further and look for an alternative.""",10-Jan,118,3,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=3
1686669488-243,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,pj1962,Taken for 2 to 5 years,6-Aug-15,"Lipitor (atorvastatin) for High Cholesterol 							""In the past year I have experienced four occasions of hyperlipidemia, rhabdomylosis, and acute renal failure. All four times I woke up in ICU  and had a lengthy stay in the hospital. I am still taking atorvastin, have muscle aches and pains, with weakness, joint pain and stiffness, and restless legs, with no control of movement. I am miserable most of the time. Recently my doctor stopped the lipitor for the next six weeks to see what changes may happen.""",10-Jan,91,3,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=3
1686669488-244,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Lipitor...,Taken for less than 1 month,18-May-16,"For High Cholesterol 							""In the first few days of taking Lipitor I was unbelievably tired, weak and dizzy. I had muscle aches,dry mouth and a headache. I felt on the verge of having a heart attack. I felt nauseous and these symptoms just got worse the longer I took it. It got to the point where I was so dizzy I couldn't drive my car . I had to get off it immediately""",10-Jan,82,3,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=3
1686669488-245,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Cathy,Taken for 1 to 6 months,3-May-19,"For High Cholesterol 							""I have been on Atorvastatin  for about three months . I kept telling my doctor that my legs hurt. So she ordered a EMG [Electromyography measures muscle response]  which I refused.  She’s trying to make it sound like I’m crazy and it’s all in my head that my legs hurt or that there something else wrong when in fact it’s from the atorvastatin . I’m sorry to say this but I think doctors are all about the money because if she would’ve told me the side effects of this drug I wouldn’t of taken it in the first place. I feel horrible all the time I feel like I have to throw up all the time my legs hurt my foot is numb I called her up today and said I’m not taking that medicine ever again I’ll be taking niacin instead that also helps to lower your cholesterol""",10-Feb,54,3,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=3
1686669488-246,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,cholb...,30-Dec-16,,"Lipitor (atorvastatin) for High Cholesterol 							""Started with 10mg daily.  After 3 months my  cholesterol level just in borderline,  so the dosage was increased to 40mg daily.  This dose gave me muscle tissue pain on my right knee so I self discontinued.""",10-Jan,75,3,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=3
1686669488-247,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Alano,Taken for 1 to 6 months,23-Jun-19,"For High Cholesterol 							""I have tried on several occasions to stick with a daily dose.  But each time I had to back off due to muscle pain and severe diarrhea.  The diarrhea got so bad (needed to go urgently) that I found myself not wanting to socialize as much or leave the house for long periods.  Several close calls made me apprehensive.  When I did take this starting my lipid panel was back to normal.  But the side effects were to much to stand.  So I will be  not be going back to daily statin doses.  And yes I have tried other stations down through the years.  Same negative results.""",10-Feb,50,3,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=3
1686669488-248,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,TRu,29-Apr-16,,"For High Cholesterol 							""I'm a 47 yr old overweight female.  I've had high blood pressure my entire life but never cholesterol issues.  I went in for blood work in Jan. 16 and was shocked to learn my LDL-p (particle count) was off the charts at 2,800 (should be 700 range) and my LDL small particle count was 1,500 (should be under 500).  Additionally all my blood lipids were way out of range.  I was given 40 mg of atorvastatin but after reading how horrible statins were, I got scared and only took 1/2 daily.  I just got my labs redone and since January-April (3 full months), all my blood lipids are in normal, optimal range.  I did alot of research on the effectiveness of lower dose statins and have not had any issues with taking 1/2 my pill daily.  Results speak.""",10-Oct,77,3,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=3
1686669488-249,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Steffan,Taken for 1 to 6 months,10-May-19,"For High Cholesterol 							""Side effects  of atorvastatin included weight gain, muscle cramps, constant sore throat and digestion/gas issues.  Have stopped taking after 3 months of these issues - it's taken another 4 weeks of stomach pains to make a recovery.  They did do the job as readings reduced from 6.1 to 4.1, but not worth the pain.""",10-May,50,3,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=3
1686669488-250,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Bones,Taken for 2 to 5 years,30-Jan-20,"For Prevention of Cardiovascular Disease 							""I was on statins for about 3 years. My cholesterol was never that high but my doctor was concerned about build up of bad cholesterol affecting my heart. Started zocor at 20mg and after 3 years 40mg. I had an experience of blurred vision and thought maybe should go to ER. They did MRI of brain and found I had very small old stroke.   Before I was discharged Doctor changed me to Lipitor 40mg. Saw a neurologist and he did more brain scans with dye this time and also did a MRA of the veins from my neck. All looked good with no blockage and veins to brain looked good too with no narrowing. After about 3 weeks on Lipitor I got bad side effects with headache, brain fog and muscle ache in legs and back pain and dizzy. Played golf that day and was barely able to finish.  Came home and after doing a lot of research decided to stop taking statins. The long term side effects are scary. I will watch my diet and control my cholesterol that way. Will never do statins again.""",10-Jul,42,3,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=3
1686669488-251,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,GJL,Taken for less than 1 month,8-Feb-13,"For High Cholesterol 							""I took it one day and had to stop.  Didn't read the pamphlet and I took it before I went to bed.  Not for me since I have osteoarthritis and degenerative disc disease with back muscle spasms.  I also have thyroid, vertigo, sinus problems, stomach and bowel issues.  I have been on pain killers for my pain for over 10 years, so I was afraid that this medication was going to not mix well with my medicines.  But, the next day, my right ear was completely blocked, I had a headache with fuzziness.  So weak I had to take the day off of work and go back to bed, slept all day.  My face was a gray color and my eyes looked like I was in pain.  I drank a lot of water to flush this one pill out of me and felt much better. """,10-Jan,96,3,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=3
1686669488-252,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,USC,Taken for 5 to 10 years,31-Mar-19,"For High Cholesterol 							""I have had high cholesterol for years so was put on Atorvistatin and it was a nightmare. Besides muscle pain and aches, the worst side effect is muscle weakness. I'm talking flat out atrophy of my leg muscles. I'm in my 50's, and the effect has been horrible on quality of life. I fall easily. I finally got off of this drug and switched to another Statin""",10-Jan,49,3,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=3
1686669488-253,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Lyn,22-Jun-19,,"For High Cholesterol 							""I have experienced light coughing that slowly advanced over 18 months to wheezing, hoarseness, uncontrollably coughing. I was treated for asthma and allergies with no relief. I researched this medicine and had all the side effects. This week I stopped taking it and all asthma treatments. After 5 days I'm breathing much better and not using inhaler or breathing treatments. I sleep through the night without gasping and coughing. I fully believe 18 months of this medication has taken a harsh toll on my lungs. I'm seeing my doctor this week and can't wait to see what she thinks about my changes and findings""",10-Jan,47,3,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=3
1686669500-254,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,carolo,Taken for 5 to 10 years,5-Apr-15,"Lipitor (atorvastatin) for High Cholesterol 							""I've been on Lipitor (Atorvastin) 40mg for about 6 years and complained about leg cramps for 5 of those years.   All I kept hearing was the ""low on potassium""  with never a solution.   The cramps have been unrelenting and at times, all day long.   Legs, feet, toes, fingers.   Talking to a friend about this the other day, she said she had to stop taking Lipitor due to leg cramps.   Well, knock me down.   I never associated this cramping with my cholesterol medication.   I stopped taking it a week ago and haven't had one single cramp!    Now I have to find another cholesterol medication but it sounds like all of them can have this side effect.""",10-Aug,179,2,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=2
1686669500-255,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Tjano,Taken for less than 1 month,27-Jun-19,"Lipitor (atorvastatin) for Prevention of Cardiovascular Disease 							""Worst side effects I could imagine. The pelvic and leg pain was so bad I couldn't sleep for six days until my Dr told me to stop!! The pain was worse than anything I have experienced. Including child birth!!! Drs should not be so quick to jump to this drug!!!!! It also messed with my kidneys have been on antibiotics for 2 weeks trying to get them back to a normal level. My opinion BAD DRUG!!!!!!""",,100,2,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=2
1686669500-256,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,nana,3-Oct-13,,"Lipitor (atorvastatin) for High Cholesterol 							""My cardiologist took me off Lipitor 2 weeks ago-my cholesterol is great after being on a low carb diet. Previously my body was covered in bruises at all times which I had attributed to other medicines(Plavix and aspirin) I Just realized I am bruise free for the first time in over a year. Conclusion: it was the Lipitor causing the problem. """,10-Jan,195,2,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=2
1686669500-257,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Lolli...,14-Sep-16,,"Lipitor (atorvastatin) for Prevention of Cardiovascular Disease 							""This drug is the absolute worst in the world for me. I have been on it for five years or more and being in excruciating pain for three of those years. I have been on Tylenol three, Codiene contin and hydromorphone and the doctor argued every time when I went in to get more pain meds. My legs have been in unbelievable pain for so long I can't honestly think of the time when I was not in pain. I just started reading about this and stopped taking Lipitor and told the doctor that I would never go back on it again. In about a month I have started to feel better but I am left with weak legs and a huge bill from the chiropractor, massage therapist, acupuncturist, exercise therapist and naturopathic doctor. I have had three trips to the hospital emergency department with no help in the long run. I am very very angry. I hope my lingering pain goes away soon.""",10-Jan,145,2,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=2
1686669500-258,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,jcvdm,Taken for 10 years or more,2-Jun-13,"Lipitor (atorvastatin) for High Cholesterol 							""Have been on this so long but recently I feel it creates nausea and stomach/abdominal pain. No matter when I take it with or without food I seem to get this reaction.  My Dr is stumped, but I cannot get past this awful ""sick"" feeling all the time.  When I stop taking it I do much better.  When I start again the same thing happens.  My only other prescription is for High blood pressure and is the same as I have always taken so we figure it is not that. """,10-Apr,184,2,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=2
1686669500-259,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,mizza...,Taken for 2 to 5 years,14-Sep-12,"Lipitor (atorvastatin) for High Cholesterol 							""Lipitor plus Zetia lowered cholesteral from 300  to 200, lots of aches, pains and charley-horses in the legs especially going up and down stairs. High cholesteral prominent in the family genes. Now have nasty skin rashes red welts with itch that is a torture, dermatology, allergist and GP have no answers. I am guessing it is the statins as its the only other thing I take is a LD aspirin. """,,193,2,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=2
1686669500-260,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,jbart,Taken for less than 1 month,3-Mar-20,"For High Cholesterol 							""I was started on this on a Tuesday and stopped taking it by Friday. I was only prescribed 10 mg a day. The first day I started feeling nauseated all day and was unable to eat. I started getting headaches and was so sleepy I could barely keep my eyes open. I stopped taking it and still have muscle cramps and pains. I emailed my doctor. Never in my life have I had high cholesterol. Its only a little above 200. But my doctor seems super worried, so tried me on a statin. I do not recommend statins to anyone. This was SUCH an awful experience""",10-Jan,79,2,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=2
1686669500-261,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,former...,17-Apr-16,,"Lipitor (atorvastatin) for High Cholesterol 							""This medicine did a number on my legs.  Had numbness, the legs felt like led, wobbly.  I had been a mail carrier and walked 10-11 miles and day, retired but continued to walk 4-5 miles a day besides being very active with DIY projects and part time job.  Took Lipitor earlier this year.  It got the numbers down, but I had 3 ER visits in one week and spent the night in the hospital because my legs were acting up and it scared me and my heart did weird things.  Lot of stress for me and my family.  We have good insurance, but this will still probably be around $2000.  I would not recommend Lipitor to anyone-there are other cholesterol meds out there.""",10-May,137,2,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=2
1686669500-262,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Anonymous,12-Aug-11,,"Lipitor (atorvastatin) for High Cholesterol 							""I was placed on Lipitor 10 mg after trying all of the other cholesterol reducing drugs.  Developed after three days, very stiff neck and overall muscle soreness.  Doctor ordered a CPK test and my levels are off.  She discontinued me on this medication.  Must not be for everyone.  Will continue with my diet and exercise.  My cholesterol must be hereditary since I follow Weight Watchers, have lost weight and I exercise daily.""",10-Apr,193,2,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=2
1686669500-263,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Nhbgf...,Taken for 5 to 10 years,29-May-16,"For High Cholesterol 							""On it for 6 years. Adverse affects sneak up on you. It makes you old before your time. I had neuropathy in feet and finally in hands, pain in neck and legs. I dragged my feet when I walked, finally my mind was so foggy I couldn't remember what I saw the instant before or remember what I read . I would fall asleep in a instant after sitting down. My wife wouldn't let me drive except in the neighborhood for fear I would doze off- (I wonder how many 'old' people have caused auto accidents because of statins). I could not do simple arithmetic. I am off of it as of 2 months ago and am slowly improving.  This stuff is poison and should be taken off the market. I rate it 0.""",,131,2,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=2
1686669500-264,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,PASSI...,5-Oct-09,,"Lipitor (atorvastatin) for High Cholesterol 							""I was prescribed 40 mgs of Lipitor for Heart Disease. I was on it for 9 months. It did lower my cholesterol, but had a lot of undesired bad side effects! Right away I noticed Memory problems, forgetfulness, confusion and was just fog headed. Then of course I experienced the usual muscle pain. I also noticed being angry for no apparent reason. I talked to my Cardio and he took me off of it.""",,214,2,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=2
1686669500-265,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top#reviews,Farruq,1-Nov-16,,"For High Cholesterol 							""I have been on this drug atorvastin 10mgfor about 2years after taking one year I developed so many side effects which I don't know they were due to this drug I developed severe headache,dizziness,migrane,hortflushes,sweating,chill,shivering one side body pains,sinus pain,sore,eyes I ruin my life I wasted lot of money hoping for a cure to ent doctors cardiologist,physician neurologist etc. Nobody listen to me only prescribe pain killers,nerve tablets I used to cry all the time I wondered if I would die. Finally I came to research and got the reviews of patients decided myself to quit this medicine which is poison.  After one month  I am slowly improving thank to this site which is helping the patients as today's doctors have no time to listen.""",10-Feb,121,2,https://www.drugs.com/comments/atorvastatin/?search=&sort_reviews=top&page=2
